# Pakistan Customs Tariff,2025-26,generated 2026-08-31,7594 codes,source: FBR published tariff (no token required)
Code,Description
4008.2910,"Weather strips for doors, glass and luggage compartments for Vehicles of heading 87.03 and vehicles of sub - heading 8704.3130, 8704.2190 and 8704.3190 except weather strip moulding (inner or outer) for glass"
4008.2990,Other
4009.1110,Following components for vehicles of chapter 87:- (1) Air cleaner hoses and water cooling system hoses (except turbo system hoses) for vehicles of sub - heading
4009.1120,"Following components for vehicles of chapter 87:- (1) Water hoses for engine cooling system and heater, air cleaner hoses and Brake oil reservoir hose for vehicles of heading 87.03 and vehicles of sub – heading 8704.2190,"
4009.1130,Other for motor cars and vehicles
4009.1190,Other
4009.1200,With fittings - Reinforced or otherwise combined only with metal : - - Without fittings
4009.2110,Following components for vehicles of chapter 87:- 1) Air cleaner hoses and water cooling system hoses (except turbo system hoses) for vehicles of sub - heading
4009.2120,"Following components for vehicles of chapter (1) Water hoses for engine cooling system and heater, air cleaner hoses and Brake oil reservoir hose for vehicles of heading 87.03 and vehicles of sub – heading 8704.2190,"
4009.2130,Other motor cars and vehicles
4009.2190,Other
4009.2200,With fittings - Reinforced or otherwise combined only with textile materials : - - Without fittings
4009.3110,Following components for vehicles of chapter 87:- (1) Air cleaner hoses and water cooling system hoses (except turbo system hoses) for vehicles of sub - heading
4009.3120,"Water hoses for engine cooling system and heater, air cleaner hoses and Brake oil reservoir hose for vehicles of heading 87.03 and vehicles of sub – heading 8704.2190,"
4009.3130,For other motor cars and vehicles
4009.3190,Other
4009.3200,With fittings - Reinforced or otherwise combined with other materials : - - Without fittings
4009.4110,Following components for vehicles of chapter 87:- (1) Air cleaner hoses and water cooling system hoses (except turbo system hoses) for vehicles of sub - heading
4009.4120,"Following components for vehicles of chapter 87 :- (1) Water hoses for engine cooling system and heater, air cleaner hoses and Brake oil reservoir hose for vehicles of heading 87.03 and vehicles of sub – heading 8704.2190,"
4009.4130,For other motor cars and vehicles
4009.4190,Other
4009.4200,With fittings
4010.1100,Reinforced only with metal
4010.1200,Reinforced only with textile materials
4010.1900,"Other - Transmission belts or belting: - - Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding"
4010.3110,For vehicles of chapter 87
4010.3190,"Other - - Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm"
4010.3210,For vehicles of chapter 87
4010.3290,"Other - - Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm"
4010.3310,For vehicles of chapter 87
4010.3390,"Other - - Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm"
4010.3410,For vehicles of chapter 87
4010.3490,"Other - - Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm"
4010.3510,Timing belts for vehicles of chapter 87
4010.3590,"Other - - Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm"
4010.3610,Timing belts for vehicles of chapter 87
4010.3690,Other - - Other
4010.3910,Timing belts for vehicles of chapter 87
4010.3990,Other
4011.1000,Of a kind used on motor cars (including station wagons and racing cars)
4011.2011,Radial
4011.2019,Other - - - Other
4011.2091,Radial
4011.2099,Other
4011.3000,Of a kind used on aircraft
4011.4000,Of a kind used on motorcycles
4011.5000,Of a kind used on bicycles
4011.7000,Of a kind used on agricultural or forestry vehicles and machines
4011.8000,"Of a kind used on construction, mininging or industrial handling vehicles and machines"
4011.9010,Of a kind used on rickshaw
4011.9090,Other
4012.1100,Of a kind used on motor cars (including station wagons and racing cars)
4012.1200,Of a kind used on buses or lorries
4012.1300,Of a kind used on aircraft
4012.1900,Other
4012.2000,Used pneumatic tyres - Other
4012.9010,"Flaps for use with tyres / tubes for vehicles of sub - heading 8701.2020, 8701.2040, 8701.2090, and 8704.2219"
4012.9020,"Rim flaps, mud flaps / guards and rubber mouldings (except packing rubber and rubber for on / off switch) for vehicles of heading 87.11"
4012.9090,Other
4013.1010,"Of a kind used on buses, lorries or trucks"
4013.1020,Of a kind used on motor cars
4013.1090,Other
4013.2000,Of a kind used on bicycles - Other
4013.9010,Of a kind used on agricultural tractors
4013.9020,Of a kind used on motor cycles
4013.9030,Of a kind used on jeeps
4013.9090,Other
4014.1000,Sheath contraceptives
4014.9000,Other
4015.1200,"Of a kind used for medical, surgical, dental or veterinary purposes"
4015.1900,Other
4015.9000,Other
4016.1020,Stopper
4016.1090,Other - Other
4016.9100,Floor coverings and mats - - Erasers
4016.9210,Tip Eraser
4016.9290,"Other - - Gaskets, washers and other seals"
4016.9310,Gaskets of rubber
4016.9320,Washers and other seals of rubber
4016.9330,Special rubber seals for barrage gates with minimum tensile strength of 210 kg/ sq.cm and shore hardness duromter (type A) 60 to 70 with floro carbon coating
4016.9390,Other
4016.9400,"Boat or dock fenders, whether or not inflatable"
4016.9500,Other inflatable articles - - Other
4016.9910,Printing blankets
4016.9920,"Following component for vehicles of chapter 87:- (1) Cushion / pad sub - assembly for cabin mounting rear member, for vehicles of sub - heading 8704.2219"
4016.9930,"Following component for vehicles of chapter 87:- (1) Articles for mounting silencers, exhaust pipes and mufflers for vehicles of heading 87.03 and vehicles of sub-headings 8704.2190, 8704.3130 and 8704.3190"
4016.9940,For other motor cars and vehicles
4016.9950,Bush Rubber for Rear Shocks for vehicle of heading
4016.9990,Other
4017.0000,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber"
4101.2000,"Whole hides and skins,unsplit, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved"
4101.5010,"Hides, buffalo"
4101.5020,"Hides, cow"
4101.5090,Other
4101.9000,"Other, including butts, bends and bellies"
4102.1010,Lamb skins
4102.1020,Sheep skins - Without wool on: - - Pickled
4102.2110,Lamb skins without wool
4102.2120,Sheep skins without wool
4102.2900,Other
4103.2000,Of reptiles
4103.3000,Of swine - Other
4103.9010,Goat skins
4103.9020,Kids skins
4103.9090,Other
4104.1100,"Full grains, unsplit; grain splits"
4104.1900,Other - In the dry state (crust)
4104.4100,"Full grains, unsplit; grain splits"
4104.4900,Other
4105.1000,In the wet state (including wet-blue)
4105.3000,In the dry state (crust)
4106.2100,In the wet state (including wet-blue)
4106.2200,In the dry state (crust) - Of swine
4106.3100,In the wet state (including wet-blue)
4106.3200,In the dry state (crust)
4106.4000,Of reptiles - Other
4106.9100,In the wet state (including wet-blue)
4106.9200,In the dry state (crust)
4107.1100,"Full grains, unsplit"
4107.1200,Grain splits
4107.1900,"Other - Other, including sides"
4107.9100,"Full grains, unsplit"
4107.9200,Grain splits
4107.9900,Other
4112.0000,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14"
4113.1000,Of goats or kids
4113.2000,Of swine
4113.3000,Of reptiles
4113.9000,Other
4114.1000,Chamois (including combination chamois) leather
4114.2000,Patent leather and patent laminated leather; metallised leather
4115.1000,"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls"
4115.2000,"Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
4201.0000,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material"
4202.1120,"Suit-cases, of leather or composition leather"
4202.1190,Other - - With outer surface of plastics or of textile materials
4202.1210,Travelling bags of plastics or textile materials
4202.1220,Suit cases of plastics or textile materials
4202.1290,Other
4202.1900,"Other - Handbags, whether or not with shoulder strap, including those without handle"
4202.2100,With outer surface of leather or of composition leather
4202.2200,With outer surface of sheeting of plastics or of textile materials
4202.2900,Other - Articles of a kind normally carried in the pocket or in the handbag
4202.3100,With outer surface of leather or of composition leather
4202.3200,With outer surface of sheeting of plastics or of textile materials
4202.3900,Other - Other
4202.9100,With outer surface of leather or of composition leather
4202.9200,With outer surface of sheeting of plastics or of textile materials
4202.9900,Other
4203.1010,"Jackets, leather or of composition leather"
4203.1020,Trouser leather
4203.1030,"Coats, leather or of composition leather"
4203.1090,"Other - Gloves, mittens and mitts"
4203.2100,Specially designed for use in sports - - Other
4203.2910,Gloves leather fancy
4203.2920,Gloves leather industrial
4203.2930,Mittens and mitts of leather
4203.2990,Other
4203.3000,Belts and bandoliers
4203.4000,Other clothing accessories
4205.0011,Belting conveyor
4205.0012,Belting machine
4205.0013,Belting transmission
4205.0014,Gas kits of leather
4205.0015,Hosepiping leather
4205.0016,Pickers leather
4205.0017,Washer leather
4205.0019,Other
4205.0090,Other
4206.0000,"Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons"
4301.1000,"Of mink, whole, with or without head, tail or paws"
4301.3000,"Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws"
4301.6000,"Of fox, whole, with or without head, tail or paws"
4301.8000,"Other furskins, whole, with or without head, tail or paws"
4301.9000,"Heads, tails, paws and other pieces or cuttings, suitable for furriers' use"
4302.1100,Of mink - - Other
4302.1910,Leather shearling-finished leather with wool
4302.1990,Other
4302.2000,"Heads, tails, paws and other pieces or cuttings, not assembled"
4302.3000,"Whole skins and pieces or cuttings thereof, assembled"
4303.1000,Articles of apparel and clothing accessories
4303.9000,Other
4304.0000,Artificial fur and articles thereof
4401.1100,Coniferous
4401.1200,Non-coniferous - Wood in chips or particles
4401.2100,Coniferous
4401.2200,"Non-coniferous - Sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms"
4401.3100,Wood pellets
4401.3200,Wood briquettes
4401.3900,"Other - Sawdust and wood waste and scrap, not agglomerated"
4401.4100,Sawdust
4401.4900,Other
4402.1000,Of bamboo
4402.2000,Of shell or nut
4402.9000,Other
4403.1100,Coniferous
4403.1200,"Non-coniferous - Other, coniferous"
4403.2100,"Of pine (Pinus spp. ), of which the smallest cross-sectional dimension is 15 cm or more"
4403.2200,"Of pine (Pinus spp. ), other"
4403.2300,"Of fir (Abies spp. ) and spruce (Picea spp. ), of which the smallest cross-sectional dimension is 15 cm or more"
4403.2400,"Of fir (Abies spp .) and spruce (Picea spp .), other"
4403.2500,"Other, of which the smallest cross-sectional dimension is 15 cm or more"
4403.2600,"Other - Other, of tropical wood"
4403.4100,"Dark Red Meranti, Light Red Meranti and Meranti Bakau"
4403.4200,Teak - - Other
4403.4910,Sawlogs and veneer logs of non-coniferous species
4403.4990,Other - Other
4403.9100,Of oak (Quercus spp. )
4403.9300,"Of beech (Fagus spp .), of which the smallest cross-sectional dimension is 15 cm or more"
4403.9400,"Of beech (Fagus spp.) , other"
4403.9500,"Of birch (Betula spp .), of which the smallest cross-sectional dimension is 15 cm or more"
4403.9600,"Of birch (Betula spp.) , other"
4403.9700,Of poplar and aspen (Populus spp.)
4403.9800,Of eucalyptus (Eucalyptus spp.)
4403.9900,Other
4404.1000,Coniferous
4404.2000,Non-coniferous
4405.0000,Wood wool; wood flour
4406.1100,Coniferous
4406.1200,Non-coniferous - Other
4406.9100,Coniferous
4406.9200,Non-coniferous
4407.1100,Of pine (Pinus spp. )
4407.1200,Of fir (Abies spp. ) and spruce (Picea spp.)
4407.1300,"Of S-P-F (spruce (Picea spp. ), pine (Pinus spp .) and fir (Abies spp. ))"
4407.1400,Of Hem-fir (Western hemlock ( Tsuga heterophylla ) and fir (Abies spp .))
4407.1900,Other - Of tropical wood
4407.2100,Mahogany (Swietenia spp. )
4407.2200,"Virola, Imbuia and Balsa"
4407.2300,Teak
4407.2500,"Dark Red Meranti, Light Red Meranti and Meranti Bakau"
4407.2600,"White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan"
4407.2700,Sapelli
4407.2800,Iroko
4407.2900,Other - Other
4407.9100,Of oak (Quercus spp. )
4407.9200,Of beech (Fagus spp. )
4407.9300,Of maple (Acer spp. )
4407.9400,Of cherry (Prunus spp. )
4407.9500,Of ash (Fraxinus spp. )
4407.9600,Of birch (Betula spp. )
4407.9700,Of poplar and aspen (Populus spp. )
4407.9900,Other
4408.1000,Coniferous - Of tropical wood
4408.3100,"Dark Red Meranti, Light Red Meranti and Meranti Bakau"
4408.3900,Other - Other
4408.9010,Wood slate
4408.9090,Other
4409.1000,Coniferous - Non-coniferous
4409.2100,of bamboo
4409.2200,of tropical wood
4409.2900,Other
4410.1100,Particle board - - Oriented strand board (OSB)
4410.1210,Unworked or not further worked than sanded
4410.1290,Other
4410.1900,Other
4410.9000,Other
4411.1200,Of a thickness not exceeding 5 mm
4411.1300,Of a thickness exceeding 5 mm but not exceeding mm
4411.1400,Of a thickness exceeding 9 mm - Other
4411.9200,Of a density exceeding 0.8 g/cm2 - - Of a density exceeding 0.5 g/cm2 but not exceeding 0.8 g/cm2
4411.9310,Not mechanically worked or surface covered
4411.9390,Other
4411.9400,Of a density not exceeding 0.5 g/cm2
4412.1000,"Of bamboo - Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness"
4412.3100,With at least one outer ply of tropical wood
